trr_rd_no,statute,description,subject_no,trr_report_id
JD172134,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19945832,5469924
JD172654,720 ILCS 5.0/12-2-B-4.1,AGG ASSAULT PEACE OFF/FIRE/ER WRK,19946038,5475790
JD172654,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19946038,5475790
JD172654,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19946038,5475790
JD172716,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19946029,5476054
JD172716,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19946029,5476054
JD172716,720 ILCS 5.0/16-2,THEFT LOST/MISLAID/PROP/<$500,19946029,5476054
JD172716,9-36-020(A),OVERTAKING VEHICLE ON RIGHT-CERTAIN CONDITIONS,19946029,5476054
JD172716,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19946029,5476054
JD172716,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19946029,5476054
JD172654,720 ILCS 5.0/12-2-B-4.1,AGG ASSAULT PEACE OFF/FIRE/ER WRK,19946038,5476518
JD172654,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19946038,5476518
JD172654,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19946038,5476518
JD174235,10-8-515,SOLICITING UNLAWFUL BUSINESS,19946626,5489039
JD174235,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19946626,5489039
JD174235,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19946626,5489039
JD174235,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19946626,5489039
JD174235,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19946626,5489039
JD174235,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19946626,5489039
JD175025,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,19946966,5497333
JD175025,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19946966,5497333
JD175025,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19946966,5497333
JD175025,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,19946966,5497335
JD175025,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19946966,5497335
JD175025,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19946966,5497335
JD175025,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,19946966,5497500
JD175025,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19946966,5497500
JD175025,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19946966,5497500
JD175025,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,19946966,5497771
JD175025,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19946966,5497771
JD175025,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19946966,5497771
JD175046,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19946955,5497843
JD175046,720 ILCS 5.0/18-4-A-4,VEHICULAR HIJACKING - AGG - FIREARM,19946955,5497843
JD175046,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19946955,5497843
JD175046,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19946955,5497843
JD175046,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19946955,5497843
JD175046,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19946955,5497843
JD174990,625 ILCS 5.0/11-410,ACCIDENT REPORT/VEH OCCUPANT,19946934,5498353
JD174990,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19946934,5498353
JD174990,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19946934,5498353
JD174990,9-16-020(D),FAIL TO YEILD RIGHT OF WAY TO LEFT,19946934,5498353
JD174990,9-8-040(A),LANE CNTRL SIGNL-DOWNWRD GRN ARROW,19946934,5498353
JD175066,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19947148,5500131
JD175066,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19947148,5500131
JD175066,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19947148,5500243
JD175066,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19947148,5500243
JD175066,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19947148,5500277
JD175066,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19947148,5500277
JD175066,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19947124,5500381
JD176377,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19947506,5510293
JD176377,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19947506,5510293
JD176505,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19947546,5510724
JD176505,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19947546,5510724
JD176377,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19947506,5511471
JD176377,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19947506,5511471
JD176680,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19947673,5513467
JD176680,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19947673,5513467
JD176680,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19947673,5513467
JD176680,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19947673,5513467
JD176705,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19947665,5513747
JD176705,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19947665,5513747
JD176936,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19947843,5514725
JD177086,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19947889,5515823
JD177086,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19947889,5515823
JD177086,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19947889,5515823
JD177086,9-40-220,OPERATOR SIGNAL- MEANS,19947889,5515823
JD177086,9-76-210(A),BROKEN/INOPERABLE LAMPS,19947889,5515823
JD177593,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19948016,5519197
JD177593,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19948016,5519258
JD177593,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19948016,5519367
JD177794,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19948102,5520157
JD177794,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19948102,5520157
JD177794,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19948102,5520638
JD177794,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19948102,5520638
JD176871,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19947840,5520830
JD176871,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,19947840,5520830
JD177988,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19948308,5522379
JD177988,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19948308,5522379
JD177988,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19948308,5522379
JD177988,720 ILCS 5.0/31-1A-B,ATTEMPT DISARM PC OFF/CORR INST EMP,19948308,5522379
JD178103,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19948324,5523945
JD178103,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19948324,5523945
JD178146,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19948335,5525274
JD178146,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19948335,5525274
JD178146,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19948335,5525274
JD178146,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19948335,5525532
JD178146,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19948335,5525532
JD178146,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19948335,5525532
JD178667,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19948478,5528058
JD178667,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19948478,5528058
JD178667,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19948478,5528110
JD178667,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19948478,5528110
JD178851,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19948552,5528699
JD178851,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19948552,5528699
JD179012,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19948627,5529614
JD179012,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19948627,5529614
JD179012,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19948627,5529614
JD179012,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19948627,5529614
JD179012,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19948627,5529614
JD179012,9-40-200(C),OPERATOR SIGNAL CHANGE LANE,19948627,5529614
JD179012,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19948627,5529618
JD179012,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19948627,5529618
JD179012,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19948627,5529618
JD179012,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19948627,5529618
JD179012,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19948627,5529618
JD179012,9-40-200(C),OPERATOR SIGNAL CHANGE LANE,19948627,5529618
JD179012,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19948627,5529622
JD179012,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19948627,5529622
JD179012,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19948627,5529622
JD179012,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19948627,5529622
JD179012,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19948627,5529622
JD179012,9-40-200(C),OPERATOR SIGNAL CHANGE LANE,19948627,5529622
JD179080,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19948676,5530308
JD179080,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19948676,5530308
JD179408,10-8-515,SOLICITING UNLAWFUL BUSINESS,19948756,5535863
JD179408,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19948756,5535863
JD179408,720 ILCS 5.0/31A-1.1-A-1,BRING CON SUBSTANCE PENAL INST,19948756,5535863
JD179408,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19948756,5535863
JD179408,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19948756,5535863
JD179408,720 ILCS 570.0/401-C-2,PCS - MFG/DEL1<15 GR COCAINE/ANLG,19948756,5535863
JD179408,10-8-515,SOLICITING UNLAWFUL BUSINESS,19948756,5536162
JD179408,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19948756,5536162
JD179408,720 ILCS 5.0/31A-1.1-A-1,BRING CON SUBSTANCE PENAL INST,19948756,5536162
JD179408,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19948756,5536162
JD179408,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19948756,5536162
JD179408,720 ILCS 570.0/401-C-2,PCS - MFG/DEL1<15 GR COCAINE/ANLG,19948756,5536162
JD179408,10-8-515,SOLICITING UNLAWFUL BUSINESS,19948756,5536335
JD179408,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19948756,5536335
JD179408,720 ILCS 5.0/31A-1.1-A-1,BRING CON SUBSTANCE PENAL INST,19948756,5536335
JD179408,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19948756,5536335
JD179408,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19948756,5536335
JD179408,720 ILCS 570.0/401-C-2,PCS - MFG/DEL1<15 GR COCAINE/ANLG,19948756,5536335
JD180527,430 ILCS 85.0/2-14,OPERATE WITHOUT INSURANCE,19949130,5548754
JD180527,625 ILCS 5.0/11-804-D,IVC - IMPROPER LANE CHANGE WITHOUT SIGNAL,19949130,5548754
JD180527,625 ILCS 5.0/11-905,IVC - IMPROPER MERGING INTO TRAFFIC,19949130,5548754
JD180527,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19949130,5548754
JD180527,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,19949130,5548754
JD180719,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19949172,5551008
JD180719,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19949172,5551008
JD180985,625 ILCS 5.0/11-502.15-C,UNLWFL POSS CANNABIS/PASS,19949327,5552736
JD180985,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19949327,5552736
JD180985,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19949327,5552736
JD180985,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19949327,5552736
JD180985,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19949327,5552736
JD180985,720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,19949327,5552736
JD180985,625 ILCS 5.0/11-502.15-C,UNLWFL POSS CANNABIS/PASS,19949327,5552849
JD180985,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19949327,5552849
JD180985,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19949327,5552849
JD180985,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19949327,5552849
JD180985,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19949327,5552849
JD180985,720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,19949327,5552849
JD177929,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19949380,5553319
JD177929,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19949380,5553346
JD181410,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19949438,5554350
JD181410,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19949438,5554350
JD181410,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19949438,5554370
JD181410,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19949438,5554370
JD181889,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19949614,5558800
JD181889,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19949614,5558800
JD181889,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19949614,5558800
JD181889,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19949614,5558843
JD181889,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19949614,5558843
JD181889,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19949614,5558843
JD181889,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19949614,5559160
JD181889,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19949614,5559160
JD181889,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19949614,5559160
JD182362,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19949796,5563622
JD182362,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19949796,5563622
JC443379,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19873771,5567188
JC443379,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19873771,5567188
JD183511,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19950306,5574953
JD183511,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19950306,5574953
JD183907,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19950506,5576843
JD183907,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19950506,5576843
JD183907,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19950506,5576865
JD183907,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19950506,5576865
JD183907,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19950494,5576887
JD183907,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19950494,5576887
JD183907,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19950494,5576887
JD183907,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19950506,5577007
JD183907,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19950506,5577007
JD183907,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19950506,5577078
JD183907,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19950506,5577078
JD183926,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND   ,19950529,5577364
JD183926,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19950529,5577364
JD184862,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19950807,5587355
JD184862,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19950807,5587355
JD184862,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19950807,5587355
JD184862,720 ILCS 5.0/24-1-A-4,UUW - WEAPON - CARRY/POSSESS FIREARM/1ST,19950807,5587355
JD184862,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19950807,5587355
JD185089,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19950934,5589112
JD185089,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19950934,5589112
JD185574,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19951090,5593793
JD185574,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19951090,5593793
JD185726,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19951148,5594672
JD185726,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19951148,5595616
JD186169,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19951390,5596819
JD186181,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19951391,5597941
JD186181,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19951391,5597941
JD186181,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19951391,5597941
JD186181,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19951391,5597941
JD186181,720 ILCS 5.0/11-30-A-1,PUBLIC INDECENCY/SEX CONDUCT,19951391,5597941
JD186181,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,19951391,5597941
JD186181,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,19951391,5597941
JD186181,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19951391,5597941
JD186181,720 ILCS 5.0/24-5-B,POSS FIREARM W/DEFACED SERIAL NUMBER,19951391,5597941
JD186181,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19951391,5597941
JD186181,9-40-130,OBSTRUCTION OF TRAFFIC BY MOTORIST,19951391,5597941
JD186181,9-76-090,PARKED VEHICLES-LIGHTING REGULATIONS,19951391,5597941
JD186842,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19951627,5602329
JD186842,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19951627,5602329
JD188090,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19952003,5615364
JD188090,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19952003,5615398
JD188094,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19951984,5615421
JD188094,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19951984,5615421
JD188094,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19951984,5615486
JD188094,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19951984,5615486
JD188198,10-8-480,REFUSE - LITTER/ LIQUIDS ON PUB. WAY/WATER WAY,19952068,5615859
JD188198,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19952068,5615859
JD188198,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19952068,5615859
JD188198,8-16-060,ALCOHOLIC LIQUOR GIVE TO MINOR,19952068,5615859
JD188198,10-8-480,REFUSE - LITTER/ LIQUIDS ON PUB. WAY/WATER WAY,19952068,5615979
JD188198,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19952068,5615979
JD188198,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19952068,5615979
JD188198,8-16-060,ALCOHOLIC LIQUOR GIVE TO MINOR,19952068,5615979
JD188198,10-8-480,REFUSE - LITTER/ LIQUIDS ON PUB. WAY/WATER WAY,19952068,5616127
JD188198,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19952068,5616127
JD188198,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19952068,5616127
JD188198,8-16-060,ALCOHOLIC LIQUOR GIVE TO MINOR,19952068,5616127
JD188713,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/<21            ,19952203,5624180
JD188778,720 ILCS 5.0/28-1-A-1,GAMBLING - PLAY GAME OF CHANCE,19952218,5624842
JD188778,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19952218,5624842
JD188778,720 ILCS 5.0/28-1-A-1,GAMBLING - PLAY GAME OF CHANCE,19952218,5624846
JD188778,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19952218,5624846
JD188945,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19952289,5625763
JD189142,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19952347,5626976
JD189142,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19952347,5626976
JD189142,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19952347,5626976
JD189142,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19952347,5626976
JD189142,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19952347,5626976
JD189142,9-40-200(C),OPERATOR SIGNAL CHANGE LANE,19952347,5626976
JD189146,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19952352,5627025
JD194432,9-40-060,DRIVING ON BICYCLE PATHS,19953461,5706007
JD189146,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19952352,5627025
JD189146,8-20-085(A),HIGH CAP MAG AND METAL PIERCING BULLETS - SALE/POSS PROH,19952352,5627025
JD189146,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19952352,5627028
JD189146,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19952352,5627028
JD189146,8-20-085(A),HIGH CAP MAG AND METAL PIERCING BULLETS - SALE/POSS PROH,19952352,5627028
JD189146,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19952352,5627057
JD189146,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19952352,5627057
JD189146,8-20-085(A),HIGH CAP MAG AND METAL PIERCING BULLETS - SALE/POSS PROH,19952352,5627057
JD189146,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19952352,5627092
JD189146,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19952352,5627092
JD189146,8-20-085(A),HIGH CAP MAG AND METAL PIERCING BULLETS - SALE/POSS PROH,19952352,5627092
JD189192,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19952362,5627118
JD189192,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19952362,5627118
JD189192,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19952362,5627119
JD189192,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19952362,5627119
JD189192,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19952362,5627125
JD189192,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19952362,5627125
JD189472,625 ILCS 5.0/11-402-A,LEAVING THE SCENE,19952436,5633624
JD189472,625 ILCS 5.0/11-904-B,IVC - FAIL TO OBEY STOP SIGN,19952436,5633624
