weapon_type,firearm_caliber,weapon_description,trr_report_id
FEET,,,3837020
"MOUTH (SPIT,BITE,ETC)",,,3837020
HANDS/FISTS,,,3837020
FIREARM - SEMI-AUTOMATIC,,,3838430
OTHER (SPECIFY),,WHEELCHAIR,3840862
OTHER (SPECIFY),,WHEEL CHAIR,3840922
HANDS/FISTS,,,3854825
VEHICLE,,,3856600
VEHICLE,,,3856638
HANDS/FISTS,,,3864869
HANDS/FISTS,,,3864869
HANDS/FISTS,,,3864878
HANDS/FISTS,,,3864878
HANDS/FISTS,,,3865089
HANDS/FISTS,,,3865089
HANDS/FISTS,,,3865089
HANDS/FISTS,,,3865089
HANDS/FISTS,,,3866484
HANDS/FISTS,,,3866484
HANDS/FISTS,,,3866484
HANDS/FISTS,,,3866484
HANDS/FISTS,,,3879576
HANDS/FISTS,,,3879784
HANDS/FISTS,,,3879784
FEET,,,3883494
HANDS/FISTS,,,3883597
HANDS/FISTS,,,3883597
HANDS/FISTS,,,3883597
HANDS/FISTS,,,3883778
KNIFE/OTHER CUTTING INSTRUMENT,,,3884976
HANDS/FISTS,,,3887737
FEET,,,3887741
HANDS/FISTS,,,3888541
HANDS/FISTS,,,3888541
HANDS/FISTS,,,3888541
HANDS/FISTS,,,3888541
"MOUTH (SPIT,BITE,ETC)",,,3890527
HANDS/FISTS,,,3905566
HANDS/FISTS,,,3905566
FEET,,,3905785
HANDS/FISTS,,,3905785
OTHER (SPECIFY),,,3905856
HANDS/FISTS,,,3905874
HANDS/FISTS,,,3905874
HANDS/FISTS,,,3906604
"MOUTH (SPIT,BITE,ETC)",,,3906604
HANDS/FISTS,,,3906613
HANDS/FISTS,,,3906613
"MOUTH (SPIT,BITE,ETC)",,,3906613
HANDS/FISTS,,,3907243
FIREARM - SEMI-AUTOMATIC,,,3920397
FEET,,,3920397
HANDS/FISTS,,,3924440
FEET,,,3924440
HANDS/FISTS,,,3924440
HANDS/FISTS,,,3952711
KNIFE/OTHER CUTTING INSTRUMENT,,,3963599
KNIFE/OTHER CUTTING INSTRUMENT,,,3963602
HANDS/FISTS,,,3967605
HANDS/FISTS,,,3968543
HANDS/FISTS,,,3968543
HANDS/FISTS,,,3968543
HANDS/FISTS,,,3981746
HANDS/FISTS,,,3981746
FEET,,,3981746
HANDS/FISTS,,,3981746
HANDS/FISTS,,,3981746
HANDS/FISTS,,,3983169
HANDS/FISTS,,,3983169
FEET,,,3983169
"MOUTH (SPIT,BITE,ETC)",,,3983169
HANDS/FISTS,,,3983169
HANDS/FISTS,,,3983169
HANDS/FISTS,,,3984000
HANDS/FISTS,,,3996940
HANDS/FISTS,,,3996940
OTHER (SPECIFY),,,3996940
HANDS/FISTS,,,3996967
HANDS/FISTS,,,3996967
HANDS/FISTS,,,3997489
HANDS/FISTS,,,3997489
HANDS/FISTS,,,3997489
HANDS/FISTS,,,3998430
HANDS/FISTS,,,3998430
KNIFE/OTHER CUTTING INSTRUMENT,,,4002904
KNIFE/OTHER CUTTING INSTRUMENT,,,4003257
HANDS/FISTS,,,4006229
HANDS/FISTS,,,4006229
FIREARM - SEMI-AUTOMATIC,,,4008325
VEHICLE,,,4018836
OTHER (SPECIFY),,,4021756
HANDS/FISTS,,,4023130
HANDS/FISTS,,,4024147
HANDS/FISTS,,,4024147
HANDS/FISTS,,,4024197
HANDS/FISTS,,,4024197
HANDS/FISTS,,,4043178
HANDS/FISTS,,,4050125
HANDS/FISTS,,,4066892
HANDS/FISTS,,,4066892
FEET,,,4070499
HANDS/FISTS,,,4070565
HANDS/FISTS,,,4070565
HANDS/FISTS,,,4070605
HANDS/FISTS,,,4071446
HANDS/FISTS,,,4071446
HANDS/FISTS,,,4072208
HANDS/FISTS,,,4072208
"MOUTH (SPIT,BITE,ETC)",,,4072208
HANDS/FISTS,,,4072418
HANDS/FISTS,,,4072418
KNIFE/OTHER CUTTING INSTRUMENT,,,4072548
HANDS/FISTS,,,4072582
HANDS/FISTS,,,4072582
KNIFE/OTHER CUTTING INSTRUMENT,,,4072663
KNIFE/OTHER CUTTING INSTRUMENT,,,4073359
KNIFE/OTHER CUTTING INSTRUMENT,,,4073378
FIREARM - SEMI-AUTOMATIC,,,4085918
HANDS/FISTS,,,4085918
FIREARM - SEMI-AUTOMATIC,,,4086006
HANDS/FISTS,,,4086006
HANDS/FISTS,,,4086006
"MOUTH (SPIT,BITE,ETC)",,,4090307
HANDS/FISTS,,,4090307
HANDS/FISTS,,,4090411
FEET,,,4090411
HANDS/FISTS,,,4090467
HANDS/FISTS,,,4090467
FEET,,,4090467
FIREARM - SEMI-AUTOMATIC,,,4092925
FIREARM - SEMI-AUTOMATIC,,,4093587
HANDS/FISTS,,,4094176
OTHER (SPECIFY),,,4094176
"MOUTH (SPIT,BITE,ETC)",,,4094456
HANDS/FISTS,,,4094456
HANDS/FISTS,,,4096547
OTHER (SPECIFY),,,4097909
FEET,,,4097909
OTHER (SPECIFY),,,4098073
FEET,,,4100987
KNIFE/OTHER CUTTING INSTRUMENT,,,4102618
HANDS/FISTS,,,4102980
HANDS/FISTS,,,4102980
HANDS/FISTS,,,4103959
HANDS/FISTS,,,4103959
HANDS/FISTS,,,4103959
HANDS/FISTS,,,4103959
"MOUTH (SPIT,BITE,ETC)",,,4106075
"MOUTH (SPIT,BITE,ETC)",,,4106086
HANDS/FISTS,,,4117836
HANDS/FISTS,,,4117836
HANDS/FISTS,,,4117836
FEET,,,4117921
HANDS/FISTS,,,4118641
HANDS/FISTS,,,4118641
HANDS/FISTS,,,4118641
HANDS/FISTS,,,4118641
HANDS/FISTS,,,4132527
HANDS/FISTS,,,4132527
FEET,,,4132527
"MOUTH (SPIT,BITE,ETC)",,,4132527
HANDS/FISTS,,,4132571
HANDS/FISTS,,,4132571
"MOUTH (SPIT,BITE,ETC)",,,4132571
HANDS/FISTS,,,4132571
HANDS/FISTS,,,4132573
HANDS/FISTS,,,4132605
HANDS/FISTS,,,4132685
FEET,,,4132685
"MOUTH (SPIT,BITE,ETC)",,,4132685
HANDS/FISTS,,,4132685
"MOUTH (SPIT,BITE,ETC)",,,4143524
HANDS/FISTS,,,4146576
HANDS/FISTS,,,4146637
FEET,,,4146637
KNIFE/OTHER CUTTING INSTRUMENT,,,4160119
KNIFE/OTHER CUTTING INSTRUMENT,,,4160529
KNIFE/OTHER CUTTING INSTRUMENT,,,4160967
"MOUTH (SPIT,BITE,ETC)",,,4160967
FEET,,,4167550
"MOUTH (SPIT,BITE,ETC)",,,4167550
FEET,,,4169476
"MOUTH (SPIT,BITE,ETC)",,,4169476
BLUNT INSTRUMENT,,CONCRETE CHUNK,4170014
HANDS/FISTS,,,4173490
HANDS/FISTS,,,4175820
HANDS/FISTS,,,4188824
FEET,,,4188824
HANDS/FISTS,,,4188824
HANDS/FISTS,,,4188824
HANDS/FISTS,,,4188824
HANDS/FISTS,,,4189072
HANDS/FISTS,,,4189072
HANDS/FISTS,,,4189072
HANDS/FISTS,,,4189072
FEET,,,4189072
FIREARM - SEMI-AUTOMATIC,,,4191801
OTHER (SPECIFY),,POWERLINE BB GUN,4196376
OTHER (SPECIFY),,"POWERLINE, BB GUN",4196471
"MOUTH (SPIT,BITE,ETC)",,,4209840
HANDS/FISTS,,,4211796
HANDS/FISTS,,,4219751
HANDS/FISTS,,,4219751
HANDS/FISTS,,,4219751
FIREARM - SEMI-AUTOMATIC,,,4225608
FIREARM - SEMI-AUTOMATIC,,,4225770
FIREARM - SEMI-AUTOMATIC,,,4226620
FIREARM - SEMI-AUTOMATIC,,,4236766
FIREARM - SEMI-AUTOMATIC,,,4236786
FIREARM - SEMI-AUTOMATIC,,,4236875
FIREARM - SEMI-AUTOMATIC,,,4240824
FIREARM - SEMI-AUTOMATIC,,,4240827
FEET,,,4240933
HANDS/FISTS,,,4255002
"MOUTH (SPIT,BITE,ETC)",,,4264603
OTHER (SPECIFY),,,4265938
HANDS/FISTS,,,4267248
OTHER (SPECIFY),,SCREW DRIVER,4277989
FEET,,,4277989
OTHER (SPECIFY),,SCREW DRIVER,4278019
FEET,,,4278019
KNIFE/OTHER CUTTING INSTRUMENT,,,4279541
HANDS/FISTS,,,4280234
FEET,,,4283109
"MOUTH (SPIT,BITE,ETC)",,,4283262
HANDS/FISTS,,,4283262
HANDS/FISTS,,,4283469
"MOUTH (SPIT,BITE,ETC)",,,4283469
HANDS/FISTS,,,4283469
OTHER (SPECIFY),,,4283507
FEET,,,4283774
HANDS/FISTS,,,4283774
HANDS/FISTS,,,4288748
HANDS/FISTS,,,4288748
HANDS/FISTS,,,4288797
HANDS/FISTS,,,4288797
HANDS/FISTS,,,4288797
OTHER (SPECIFY),,VEHICLE,4293995
OTHER (SPECIFY),,,4294177
HANDS/FISTS,,,4304471
HANDS/FISTS,,,4304471
KNIFE/OTHER CUTTING INSTRUMENT,,,4309617
KNIFE/OTHER CUTTING INSTRUMENT,,,4309620
HANDS/FISTS,,,4323491
HANDS/FISTS,,,4323491
HANDS/FISTS,,,4323491
HANDS/FISTS,,,4325043
FEET,,,4325988
OTHER (SPECIFY),,,4338182
"MOUTH (SPIT,BITE,ETC)",,,4338182
HANDS/FISTS,,,4342502
HANDS/FISTS,,,4342706
HANDS/FISTS,,,4342706
HANDS/FISTS,,,4343407
HANDS/FISTS,,,4343407
HANDS/FISTS,,,4344257
HANDS/FISTS,,,4352606
HANDS/FISTS,,,4352606
FIREARM - SEMI-AUTOMATIC,,,4369144
HANDS/FISTS,,,4369144
HANDS/FISTS,,,4370003
FIREARM - SEMI-AUTOMATIC,,,4374294
FIREARM - SEMI-AUTOMATIC,,,4374722
HANDS/FISTS,,,4375724
HANDS/FISTS,,,4375724
HANDS/FISTS,,,4376124
"MOUTH (SPIT,BITE,ETC)",,,4383183
HANDS/FISTS,,,4384461
HANDS/FISTS,,,4385116
"MOUTH (SPIT,BITE,ETC)",,,4386999
OTHER (SPECIFY),,VEHICLE USED AS WEAPON,4387188
"MOUTH (SPIT,BITE,ETC)",,,4393405
OTHER (SPECIFY),,GLASS VASE,4399233
OTHER (SPECIFY),,GLASS VASE,4399959
HANDS/FISTS,,,4402133
FEET,,,4402133
HANDS/FISTS,,,4402133
FEET,,,4402697
HANDS/FISTS,,,4402697
HANDS/FISTS,,,4402697
HANDS/FISTS,,,4402697
HANDS/FISTS,,,4402922
FEET,,,4402922
HANDS/FISTS,,,4402922
HANDS/FISTS,,,4402922
FEET,,,4403704
HANDS/FISTS,,,4414849
HANDS/FISTS,,,4414849
FIREARM - SEMI-AUTOMATIC,,,4415202
FIREARM - SEMI-AUTOMATIC,,,4416513
"MOUTH (SPIT,BITE,ETC)",,,4417420
HANDS/FISTS,,,4429019
HANDS/FISTS,,,4430274
FIREARM - SEMI-AUTOMATIC,,,4430478
"MOUTH (SPIT,BITE,ETC)",,,4443759
"MOUTH (SPIT,BITE,ETC)",,,4443997
"MOUTH (SPIT,BITE,ETC)",,,4444180
"MOUTH (SPIT,BITE,ETC)",,,4458384
FEET,,,4458384
OTHER (SPECIFY),,2 LARGE DOGS,4458905
OTHER (SPECIFY),,DOGS,4459431
FIREARM - SEMI-AUTOMATIC,,,4463792
FIREARM - SEMI-AUTOMATIC,,,4464051
OTHER (SPECIFY),,MILK CRATE,4465765
OTHER (SPECIFY),,MILK CRATE,4465784
"MOUTH (SPIT,BITE,ETC)",,,4466204
HANDS/FISTS,,,4467200
FIREARM - SEMI-AUTOMATIC,,,4467703
"MOUTH (SPIT,BITE,ETC)",,,4467976
FEET,,,4468974
FIREARM - SEMI-AUTOMATIC,,,4469209
FIREARM - SEMI-AUTOMATIC,,,4470544
FIREARM - SEMI-AUTOMATIC,,,4471107
HANDS/FISTS,,,4490646
OTHER (SPECIFY),,,4490748
HANDS/FISTS,,,4490748
HANDS/FISTS,,,4490748
FIREARM - SEMI-AUTOMATIC,,,4505117
HANDS/FISTS,,,4505451
FIREARM - SEMI-AUTOMATIC,,,4505459
"MOUTH (SPIT,BITE,ETC)",,,4514135
KNIFE/OTHER CUTTING INSTRUMENT,,,4517821
HANDS/FISTS,,,4518614
HANDS/FISTS,,,4518614
HANDS/FISTS,,,4518614
FEET,,,4518775
OTHER (SPECIFY),,BACKPACK,4527588
OTHER (SPECIFY),,BACKPACK,4527600
HANDS/FISTS,,,4527600
"MOUTH (SPIT,BITE,ETC)",,,4530580
FEET,,,4531558
OTHER (SPECIFY),,,4533575
FIREARM - SEMI-AUTOMATIC,,,4544084
FIREARM - SEMI-AUTOMATIC,,,4544271
OTHER (SPECIFY),,BOOK BAG,4544528
FIREARM - SEMI-AUTOMATIC,,,4544570
HANDS/FISTS,,,4544785
HANDS/FISTS,,,4544785
FIREARM - SEMI-AUTOMATIC,,,4544799
HANDS/FISTS,,,4546763
HANDS/FISTS,,,4547024
HANDS/FISTS,,,4547026
HANDS/FISTS,,,4547099
KNIFE/OTHER CUTTING INSTRUMENT,,,4554143
KNIFE/OTHER CUTTING INSTRUMENT,,,4554173
FIREARM - SEMI-AUTOMATIC,,,4554842
HANDS/FISTS,,,4555538
HANDS/FISTS,,,4555538
HANDS/FISTS,,,4555538
HANDS/FISTS,,,4555580
FEET,,,4555580
"MOUTH (SPIT,BITE,ETC)",,,4555850
HANDS/FISTS,,,4555887
HANDS/FISTS,,,4555887
HANDS/FISTS,,,4555887
HANDS/FISTS,,,4555887
HANDS/FISTS,,,4556152
"MOUTH (SPIT,BITE,ETC)",,,4563733
FIREARM - SEMI-AUTOMATIC,,,4565405
FIREARM - SEMI-AUTOMATIC,,,4565533
HANDS/FISTS,,,4580054
HANDS/FISTS,,,4580054
FEET,,,4589963
"MOUTH (SPIT,BITE,ETC)",,,4589963
HANDS/FISTS,,,4590462
HANDS/FISTS,,,4590462
HANDS/FISTS,,,4590462
"MOUTH (SPIT,BITE,ETC)",,,4605960
"MOUTH (SPIT,BITE,ETC)",,,4607025
HANDS/FISTS,,,4607335
HANDS/FISTS,,,4607335
HANDS/FISTS,,,4607518
HANDS/FISTS,,,4608326
HANDS/FISTS,,,4610062
HANDS/FISTS,,,4610062
HANDS/FISTS,,,4611400
HANDS/FISTS,,,4613148
FIREARM - SEMI-AUTOMATIC,,,4621003
HANDS/FISTS,,,4621003
HANDS/FISTS,,,4629344
HANDS/FISTS,,,4629909
HANDS/FISTS,,,4633972
HANDS/FISTS,,,4635014
OTHER (SPECIFY),,,4635144
KNIFE/OTHER CUTTING INSTRUMENT,,,4635508
KNIFE/OTHER CUTTING INSTRUMENT,,,4635735
KNIFE/OTHER CUTTING INSTRUMENT,,,4635737
KNIFE/OTHER CUTTING INSTRUMENT,,,4635750
KNIFE/OTHER CUTTING INSTRUMENT,,,4635815
KNIFE/OTHER CUTTING INSTRUMENT,,,4635816
KNIFE/OTHER CUTTING INSTRUMENT,,,4635817
KNIFE/OTHER CUTTING INSTRUMENT,,,4635818
KNIFE/OTHER CUTTING INSTRUMENT,,,4635836
KNIFE/OTHER CUTTING INSTRUMENT,,,4635849
FEET,,,4637308
HANDS/FISTS,,,4637616
FEET,,,4637616
HANDS/FISTS,,,4642041
FEET,,,4645418
HANDS/FISTS,,,4648546
HANDS/FISTS,,,4648546
HANDS/FISTS,,,4648546
KNIFE/OTHER CUTTING INSTRUMENT,,,4652999
"MOUTH (SPIT,BITE,ETC)",,,4652999
"MOUTH (SPIT,BITE,ETC)",,,4653532
KNIFE/OTHER CUTTING INSTRUMENT,,,4664330
FEET,,,4667209
HANDS/FISTS,,,4668285
HANDS/FISTS,,,4668285
HANDS/FISTS,,,4668285
FEET,,,4668376
HANDS/FISTS,,,4668376
HANDS/FISTS,,,4668376
HANDS/FISTS,,,4683685
FEET,,,4683685
FEET,,,4683991
KNIFE/OTHER CUTTING INSTRUMENT,,,4684090
FIREARM - SEMI-AUTOMATIC,,,4692677
FIREARM - SEMI-AUTOMATIC,,,4692940
FIREARM - SEMI-AUTOMATIC,,,4702155
HANDS/FISTS,,,4702155
HANDS/FISTS,,,4702155
HANDS/FISTS,,,4702155
HANDS/FISTS,,,4720992
HANDS/FISTS,,,4720992
HANDS/FISTS,,,4721377
HANDS/FISTS,,,4721377
HANDS/FISTS,,,4721422
HANDS/FISTS,,,4721422
HANDS/FISTS,,,4721476
HANDS/FISTS,,,4721476
OTHER (SPECIFY),,FLOWER POT,4722689
HANDS/FISTS,,,4726118
HANDS/FISTS,,,4732100
HANDS/FISTS,,,4732100
HANDS/FISTS,,,4732100
"MOUTH (SPIT,BITE,ETC)",,,4734830
HANDS/FISTS,,,4736217
OTHER (SPECIFY),,,4736516
OTHER (SPECIFY),,METAL ASHTRAY BRN/YEL,4742364
HANDS/FISTS,,,4742364
HANDS/FISTS,,,4742364
FEET,,,4742364
HANDS/FISTS,,,4755446
HANDS/FISTS,,,4756050
FEET,,,4760482
FEET,,,4760577
HANDS/FISTS,,,4760577
HANDS/FISTS,,,4760577
HANDS/FISTS,,,4760577
HANDS/FISTS,,,4762377
HANDS/FISTS,,,4762377
BLUNT INSTRUMENT,,GLASS BOTTLE,4764150
BLUNT INSTRUMENT,,GLASS BOTTLE,4764281
FIREARM - REVOLVER,,,4770287
HANDS/FISTS,,,4773563
HANDS/FISTS,,,4776859
FEET,,,4776859
HANDS/FISTS,,,4776859
FIREARM - SEMI-AUTOMATIC,,,4776922
HANDS/FISTS,,,4777405
FEET,,,4777405
"MOUTH (SPIT,BITE,ETC)",,,4777405
HANDS/FISTS,,,4778034
HANDS/FISTS,,,4778034
HANDS/FISTS,,,4778034
HANDS/FISTS,,,4779594
HANDS/FISTS,,,4779772
HANDS/FISTS,,,4779772
HANDS/FISTS,,,4779772
HANDS/FISTS,,,4780728
HANDS/FISTS,,,4780728
HANDS/FISTS,,,4780728
HANDS/FISTS,,,4780860
HANDS/FISTS,,,4780860
HANDS/FISTS,,,4780860
HANDS/FISTS,,,4781212
HANDS/FISTS,,,4781212
OTHER (SPECIFY),,,4781212
HANDS/FISTS,,,4783653
FEET,,,4785203
OTHER (SPECIFY),,,4785447
FIREARM - SEMI-AUTOMATIC,,,4798329
HANDS/FISTS,,,4799017
HANDS/FISTS,,,4799736
HANDS/FISTS,,,4799913
"MOUTH (SPIT,BITE,ETC)",,,4802815
HANDS/FISTS,,,4802815
HANDS/FISTS,,,4802815
HANDS/FISTS,,,4803150
HANDS/FISTS,,,4803150
"MOUTH (SPIT,BITE,ETC)",,,4803150
HANDS/FISTS,,,4803150
HANDS/FISTS,,,4808947
HANDS/FISTS,,,4808947
HANDS/FISTS,,,4808947
HANDS/FISTS,,,4808947
HANDS/FISTS,,,4809039
HANDS/FISTS,,,4809039
"MOUTH (SPIT,BITE,ETC)",,,4810863
FIREARM - SEMI-AUTOMATIC,,,4811944
FIREARM - SEMI-AUTOMATIC,,,4812084
FIREARM - SEMI-AUTOMATIC,,,4812183
HANDS/FISTS,,,4812557
FIREARM - SEMI-AUTOMATIC,,,4812946
HANDS/FISTS,,,4813069
HANDS/FISTS,,,4813069
HANDS/FISTS,,,4813069
HANDS/FISTS,,,4813088
HANDS/FISTS,,,4813088
HANDS/FISTS,,,4813088
OTHER (SPECIFY),,TWO BB GUNS,4815494
FEET,,,4815494
OTHER (SPECIFY),,BLACK BB GUN PISTOL,4815504
OTHER (SPECIFY),,BB GUN,4816475
HANDS/FISTS,,,4816475
"MOUTH (SPIT,BITE,ETC)",,,4816475
HANDS/FISTS,,,4816650
HANDS/FISTS,,,4816656
HANDS/FISTS,,,4818113
KNIFE/OTHER CUTTING INSTRUMENT,,,4819918
KNIFE/OTHER CUTTING INSTRUMENT,,,4820392
HANDS/FISTS,,,4821510
FIREARM - SEMI-AUTOMATIC,,,4824619
OTHER (SPECIFY),,,4826731
FEET,,,4826731
HANDS/FISTS,,,4827571
HANDS/FISTS,,,4827571
KNIFE/OTHER CUTTING INSTRUMENT,,,4836444
FEET,,,4836881
HANDS/FISTS,,,4836881
KNIFE/OTHER CUTTING INSTRUMENT,,,4837008
HANDS/FISTS,,,4837008
HANDS/FISTS,,,4837008
OTHER (SPECIFY),,,4837290
KNIFE/OTHER CUTTING INSTRUMENT,,,4838285
HANDS/FISTS,,,4838317
HANDS/FISTS,,,4838317
"MOUTH (SPIT,BITE,ETC)",,,4838317
HANDS/FISTS,,,4838317
KNIFE/OTHER CUTTING INSTRUMENT,,,4840454
HANDS/FISTS,,,4841109
OTHER (SPECIFY),,,4841163
HANDS/FISTS,,,4841507
FIREARM - SEMI-AUTOMATIC,,,4852305
HANDS/FISTS,,,4852608
OTHER (SPECIFY),,,4852608
FIREARM - SEMI-AUTOMATIC,,,4852751
HANDS/FISTS,,,4852817
HANDS/FISTS,,,4852817
FIREARM - SEMI-AUTOMATIC,,,4853013
HANDS/FISTS,,,4853107
VEHICLE,,,4863468
HANDS/FISTS,,,4863468
VEHICLE,,,4871362
VEHICLE,,,4871971
VEHICLE,,,4872546
FIREARM - SEMI-AUTOMATIC,,,4875380
FIREARM - SEMI-AUTOMATIC,,,4876227
KNIFE/OTHER CUTTING INSTRUMENT,,,4887495
FIREARM - SEMI-AUTOMATIC,,,4890481
FIREARM - SEMI-AUTOMATIC,,,4890482
"MOUTH (SPIT,BITE,ETC)",,,4892044
KNIFE/OTHER CUTTING INSTRUMENT,,,4898244
"MOUTH (SPIT,BITE,ETC)",,,4905485
HANDS/FISTS,,,4905485
FIREARM - SEMI-AUTOMATIC,,,4907067
FIREARM - SEMI-AUTOMATIC,,,4909029
FIREARM - SEMI-AUTOMATIC,,,4909351
HANDS/FISTS,,,4918025
HANDS/FISTS,,,4930648
HANDS/FISTS,,,4930648
HANDS/FISTS,,,4930648
"MOUTH (SPIT,BITE,ETC)",,,4931219
HANDS/FISTS,,,4931219
HANDS/FISTS,,,4931219
HANDS/FISTS,,,4931222
FEET,,,4931222
HANDS/FISTS,,,4931222
FIREARM - SEMI-AUTOMATIC,,,4935602
FIREARM - SEMI-AUTOMATIC,,,4954783
KNIFE/OTHER CUTTING INSTRUMENT,,,4964702
OTHER (SPECIFY),,WOODEN BOARD AND SCISSORS,4964714
HANDS/FISTS,,,4966471
FIREARM - SEMI-AUTOMATIC,,,4966776
HANDS/FISTS,,,4977934
HANDS/FISTS,,,4980503
HANDS/FISTS,,,4980503
HANDS/FISTS,,,4980503
HANDS/FISTS,,,4980552
HANDS/FISTS,,,4980698
HANDS/FISTS,,,4980755
HANDS/FISTS,,,4982621
"MOUTH (SPIT,BITE,ETC)",,,4987026
HANDS/FISTS,,,4987026
HANDS/FISTS,,,4987026
BLUNT INSTRUMENT,,BLACK METAL OBJECT,4990379
HANDS/FISTS,,,4991945
HANDS/FISTS,,,4991945
HANDS/FISTS,,,4991945
"MOUTH (SPIT,BITE,ETC)",,,4991945
HANDS/FISTS,,,4991945
HANDS/FISTS,,,4991974
"MOUTH (SPIT,BITE,ETC)",,,4991974
HANDS/FISTS,,,4991974
HANDS/FISTS,,,4991974
HANDS/FISTS,,,4991974
"MOUTH (SPIT,BITE,ETC)",,,5000906
HANDS/FISTS,,,5002729
HANDS/FISTS,,,5004390
FIREARM - SEMI-AUTOMATIC,,,5004859
FIREARM - SEMI-AUTOMATIC,,,5015511
KNIFE/OTHER CUTTING INSTRUMENT,,,5015688
OTHER (SPECIFY),,,5016043
FEET,,,5016043
KNIFE/OTHER CUTTING INSTRUMENT,,,5016051
FEET,,,5016074
HANDS/FISTS,,,5016074
KNIFE/OTHER CUTTING INSTRUMENT,,,5016091
KNIFE/OTHER CUTTING INSTRUMENT,,,5016150
FIREARM - SEMI-AUTOMATIC,,,5017426
OTHER (SPECIFY),,FORK,5024521
FIREARM - SEMI-AUTOMATIC,,,5029843
KNIFE/OTHER CUTTING INSTRUMENT,,,5040086
HANDS/FISTS,,,5040086
HANDS/FISTS,,,5040086
HANDS/FISTS,,,5042800
HANDS/FISTS,,,5042802
HANDS/FISTS,,,5042802
HANDS/FISTS,,,5051381
"MOUTH (SPIT,BITE,ETC)",,,5051381
FEET,,,5051381
HANDS/FISTS,,,5051381
OTHER (SPECIFY),,,5051964
HANDS/FISTS,,,5053696
HANDS/FISTS,,,5053696
FEET,,,5053975
HANDS/FISTS,,,5053975
HANDS/FISTS,,,5053982
"MOUTH (SPIT,BITE,ETC)",,,5054157
HANDS/FISTS,,,5056001
HANDS/FISTS,,,5056001
HANDS/FISTS,,,5056001
HANDS/FISTS,,,5056001
HANDS/FISTS,,,5059567
HANDS/FISTS,,,5059567
FEET,,,5060041
HANDS/FISTS,,,5060109
HANDS/FISTS,,,5060109
FEET,,,5060310
VEHICLE,,,5060458
VEHICLE,,,5062067
VEHICLE,,,5062129
"MOUTH (SPIT,BITE,ETC)",,,5074748
"MOUTH (SPIT,BITE,ETC)",,,5075665
HANDS/FISTS,,,5075810
HANDS/FISTS,,,5075810
HANDS/FISTS,,,5075810
FEET,,,5075810
HANDS/FISTS,,,5076134
HANDS/FISTS,,,5076134
HANDS/FISTS,,,5076187
"MOUTH (SPIT,BITE,ETC)",,,5098147
HANDS/FISTS,,,5098147
HANDS/FISTS,,,5098147
FIREARM - SEMI-AUTOMATIC,,,5098347
FIREARM - REVOLVER,,,5100032
VEHICLE,,,5100736
HANDS/FISTS,,,5111627
HANDS/FISTS,,,5111627
HANDS/FISTS,,,5112236
HANDS/FISTS,,,5112236
HANDS/FISTS,,,5112236
HANDS/FISTS,,,5116963
FIREARM - REVOLVER,,,5118021
FIREARM - REVOLVER,,,5118408
FIREARM - SEMI-AUTOMATIC,,,5122918
HANDS/FISTS,,,5124619
HANDS/FISTS,,,5124692
HANDS/FISTS,,,5124692
HANDS/FISTS,,,5124692
HANDS/FISTS,,,5124692
FEET,,,5124871
HANDS/FISTS,,,5124871
HANDS/FISTS,,,5124920
HANDS/FISTS,,,5125255
OTHER (SPECIFY),,,5125842
FIREARM - SEMI-AUTOMATIC,,,5125885
HANDS/FISTS,,,5125975
HANDS/FISTS,,,5125975
HANDS/FISTS,,,5125975
FEET,,,5126202
HANDS/FISTS,,,5126253
HANDS/FISTS,,,5126253
HANDS/FISTS,,,5126253
HANDS/FISTS,,,5126253
FIREARM - SEMI-AUTOMATIC,,,5126377
FIREARM - SEMI-AUTOMATIC,,,5128027
FIREARM - SEMI-AUTOMATIC,,,5128293
OTHER (SPECIFY),,SHOES,5131109
HANDS/FISTS,,,5131117
HANDS/FISTS,,,5131156
OTHER (SPECIFY),,SHOES,5131164
OTHER (SPECIFY),,,5131164
HANDS/FISTS,,,5131164
HANDS/FISTS,,,5131164
FEET,,,5131243
FEET,,,5131332
HANDS/FISTS,,,5131332
OTHER (SPECIFY),,,5131332
FEET,,,5131778
"MOUTH (SPIT,BITE,ETC)",,,5131778
HANDS/FISTS,,,5131864
HANDS/FISTS,,,5131960
HANDS/FISTS,,,5136854
HANDS/FISTS,,,5136854
HANDS/FISTS,,,5136854
OTHER (SPECIFY),,BICYCLE,5136949
HANDS/FISTS,,,5138092
HANDS/FISTS,,,5138412
FEET,,,5146782
HANDS/FISTS,,,5146782
"MOUTH (SPIT,BITE,ETC)",,,5146782
BLUNT INSTRUMENT,,GLASS BOTTLE,5147092
FEET,,,5147957
"MOUTH (SPIT,BITE,ETC)",,,5148198
OTHER (SPECIFY),,,5148599
"MOUTH (SPIT,BITE,ETC)",,,5149841
FEET,,,5149841
HANDS/FISTS,,,5151230
FIREARM - SEMI-AUTOMATIC,,,5151537
FIREARM - SEMI-AUTOMATIC,,,5151627
FEET,,,5157869
HANDS/FISTS,,,5157896
HANDS/FISTS,,,5164168
"MOUTH (SPIT,BITE,ETC)",,,5164168
HANDS/FISTS,,,5164168
"MOUTH (SPIT,BITE,ETC)",,,5168173
HANDS/FISTS,,,5169361
HANDS/FISTS,,,5169643
FEET,,,5169643
"MOUTH (SPIT,BITE,ETC)",,,5170925
"MOUTH (SPIT,BITE,ETC)",,,5171173
